,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
0,24948429,single person household,a97ae209,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,0760ceb9,single person household,c87c7eb3,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,5784b6c3,couple with children,247fbc76,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
1,5784b6c3,couple with children,dd318db8,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
2,5784b6c3,couple with children,edecd5f5,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
3,5784b6c3,couple with children,d5bd699f,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
0,23ef24a3,couple with children,b26b57de,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,23ef24a3,couple with children,183ef5f3,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,23ef24a3,couple with children,ddd88a26,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,1e165fa0,couple with children,7c903c8b,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
1,1e165fa0,couple with children,93c3b503,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
2,1e165fa0,couple with children,df16a0df,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
3,1e165fa0,couple with children,7d668906,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
0,189fd3f7,single person household,c6a4c67e,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,b1d5829e,single parent household,5f2120dd,parent in single parent household,0,3,1999-01-01,2000-01-01,1,2,,--,,--
1,b1d5829e,single parent household,16f92055,child living at home,0,3,1999-01-01,2000-01-01,1,2,,--,,--
2,b1d5829e,single parent household,2e738989,child living at home,0,3,1999-01-01,2000-01-01,1,2,,--,,--
0,3c1cb5b1,single person household,f531984b,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,d3ee50da,couple with children,f901aeea,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
1,d3ee50da,couple with children,62058e8a,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
2,d3ee50da,couple with children,65fbc6a1,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
3,d3ee50da,couple with children,11590e61,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
4,d3ee50da,couple with children,3d190e9d,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
5,d3ee50da,couple with children,7be701c2,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
6,d3ee50da,couple with children,13cf5fcd,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
0,787d8e6d,couple with children,bbe7343e,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
1,787d8e6d,couple with children,7cdf5a71,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
2,787d8e6d,couple with children,6c41c19b,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
3,787d8e6d,couple with children,e2df154c,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
0,23ae98aa,couple with children,4ab62457,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,23ae98aa,couple with children,03c6605f,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,23ae98aa,couple with children,f80f49ed,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,353a3870,couple with children,677fc918,partner in couple with children,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
1,353a3870,couple with children,67254760,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
2,353a3870,couple with children,7b44a300,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
3,353a3870,couple with children,99bafd58,partner in couple with children,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
4,353a3870,couple with children,d9b62737,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
5,353a3870,couple with children,ed2760e4,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
6,353a3870,couple with children,a514d4f3,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
0,07b6c9be,single person household,2ba7c873,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,e5175f77,single parent household,6cce39de,parent in single parent household,1,3,1999-01-01,2000-01-01,1,2,,--,,--
1,e5175f77,single parent household,35273ddb,child living at home,1,3,1999-01-01,2000-01-01,1,2,,--,,--
2,e5175f77,single parent household,77728c3f,child living at home,1,3,1999-01-01,2000-01-01,1,2,,--,,--
0,eaf89eb1,couple with children,f47b6fce,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
1,eaf89eb1,couple with children,73714a86,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
2,eaf89eb1,couple with children,203f72e6,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
3,eaf89eb1,couple with children,563983b6,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
0,e0dde0cb,single person household,ba1c5bc0,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,c8f9bf49,single person household,d6a8c905,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,bcd22a38,couple with children,57c99fa1,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
1,bcd22a38,couple with children,37490794,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
2,bcd22a38,couple with children,83d3fd5c,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
3,bcd22a38,couple with children,1c0cf745,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
0,f29d9db0,couple with children,c287df82,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
1,f29d9db0,couple with children,d5eae13d,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
2,f29d9db0,couple with children,3ecfc7de,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
3,f29d9db0,couple with children,f0a19adc,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
0,61ca8b48,couple with children,04944dda,partner in couple with children,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
1,61ca8b48,couple with children,d1ccc4c3,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
2,61ca8b48,couple with children,1d4d2171,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
3,61ca8b48,couple with children,1a55e142,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
4,61ca8b48,couple with children,870e1532,partner in couple with children,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
5,61ca8b48,couple with children,c85b38d8,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
6,61ca8b48,couple with children,c70f17db,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
7,61ca8b48,couple with children,201b0565,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
8,61ca8b48,couple with children,028d61a1,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
9,61ca8b48,couple with children,c8b709bc,child living at home,0,10,1999-01-01,2000-01-01,2,8,2015.0,01,2010.0,05
0,ee7fb9e8,couple without children,504039d3,partner in couple without children,0,2,1999-01-01,2000-01-01,2,0,2015.0,01,2010.0,05
1,ee7fb9e8,couple without children,2ecb427e,partner in couple without children,0,2,1999-01-01,2000-01-01,2,0,2015.0,01,2010.0,05
0,0e1d9545,single parent household,9ce02f22,parent in single parent household,0,3,1999-01-01,2000-01-01,1,2,,--,,--
1,0e1d9545,single parent household,0f66bec7,child living at home,0,3,1999-01-01,2000-01-01,1,2,,--,,--
2,0e1d9545,single parent household,396388ef,child living at home,0,3,1999-01-01,2000-01-01,1,2,,--,,--
0,3b6fbb64,single person household,b45bb496,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,dd2d6eaa,single person household,4551f63c,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,84cf3aad,single parent household,cd698d09,parent in single parent household,0,2,1999-01-01,2000-01-01,1,1,,--,,--
1,84cf3aad,single parent household,98070944,child living at home,0,2,1999-01-01,2000-01-01,1,1,,--,,--
0,a7ec39ff,couple with children,a5d88020,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,a7ec39ff,couple with children,1a42e2e9,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,a7ec39ff,couple with children,f5126b48,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,a7ec39ff,couple with children,b31cdcdb,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,a7ec39ff,couple with children,e3ee2e3d,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
0,9b284cc0,single person household,94c7184b,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,85de54be,single person household,9c292f29,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,62d1441f,couple with children,fbbcb456,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,62d1441f,couple with children,7ea2119e,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,62d1441f,couple with children,52ba2d04,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,62d1441f,couple with children,761df28c,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,62d1441f,couple with children,0e30c262,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
0,eda663a5,couple with children,741b384b,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,eda663a5,couple with children,3021edf4,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,eda663a5,couple with children,60a59d38,child living at home,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,f865368a,couple with children,5e610014,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,f865368a,couple with children,c2921c9d,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,f865368a,couple with children,77b6a3cb,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,80bf8a50,couple with children,f7117412,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
1,80bf8a50,couple with children,9474d614,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
2,80bf8a50,couple with children,8cd4678b,child living at home,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
3,80bf8a50,couple with children,4d5f864d,partner in couple with children,0,4,1999-01-01,2000-01-01,2,2,2015.0,01,2010.0,05
0,a6356b00,couple with children,0fab8cd4,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
1,a6356b00,couple with children,1ee23966,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
2,a6356b00,couple with children,2e4a5aa7,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
3,a6356b00,couple with children,072ccdc5,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
4,a6356b00,couple with children,8d478736,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
5,a6356b00,couple with children,56b25cd7,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
6,a6356b00,couple with children,b58fe046,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
0,f36523be,couple with children,0d302242,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,f36523be,couple with children,934a8721,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,f36523be,couple with children,d13d415e,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,f36523be,couple with children,5d71be0c,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,f36523be,couple with children,ca9fd164,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
0,062e49e9,single parent household,2f0335cb,parent in single parent household,0,3,1999-01-01,2000-01-01,1,2,,--,,--
1,062e49e9,single parent household,9ddc42d7,child living at home,0,3,1999-01-01,2000-01-01,1,2,,--,,--
2,062e49e9,single parent household,0dd786a4,child living at home,0,3,1999-01-01,2000-01-01,1,2,,--,,--
0,c2833ee0,couple with children,d9eda59d,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,c2833ee0,couple with children,678c09b8,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,c2833ee0,couple with children,c5fcc4f8,child living at home,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,759c0a93,couple with children,972eff55,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,759c0a93,couple with children,28a097ab,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,759c0a93,couple with children,6c7764d8,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,759c0a93,couple with children,2707d4e0,child living at home,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,759c0a93,couple with children,cf188e9e,partner in couple with children,0,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
0,802d9b5e,couple with children,841030bd,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,802d9b5e,couple with children,87262451,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,802d9b5e,couple with children,61afa796,child living at home,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,4a40e9d6,couple with children,678a040d,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
1,4a40e9d6,couple with children,359722c1,partner in couple with children,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
2,4a40e9d6,couple with children,f069856a,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
3,4a40e9d6,couple with children,6fabb65e,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
4,4a40e9d6,couple with children,c338ceb1,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
5,4a40e9d6,couple with children,057ba9b9,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
6,4a40e9d6,couple with children,c198ade7,child living at home,0,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
0,93c328bf,single person household,19fb8f76,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,67096a79,single person household,2061558e,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,bdd0d539,single parent household,21ecd92b,parent in single parent household,1,6,1999-01-01,2000-01-01,1,5,,--,,--
1,bdd0d539,single parent household,d5268abb,child living at home,1,6,1999-01-01,2000-01-01,1,5,,--,,--
2,bdd0d539,single parent household,a89314ac,child living at home,1,6,1999-01-01,2000-01-01,1,5,,--,,--
3,bdd0d539,single parent household,9554b54a,child living at home,1,6,1999-01-01,2000-01-01,1,5,,--,,--
4,bdd0d539,single parent household,17184c4d,child living at home,1,6,1999-01-01,2000-01-01,1,5,,--,,--
5,bdd0d539,single parent household,d487548b,child living at home,1,6,1999-01-01,2000-01-01,1,5,,--,,--
0,df498228,single person household,f435ebc1,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,03f2a835,single person household,6683d80c,single person,1,1,1999-01-01,2000-01-01,1,0,,--,,--
0,1b10bc97,couple with children,46b505a6,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,1b10bc97,couple with children,56f21f55,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,1b10bc97,couple with children,1db438e4,child living at home,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,a2a0ea36,couple with children,ce9427ee,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,a2a0ea36,couple with children,ad20a108,partner in couple with children,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,a2a0ea36,couple with children,4ab1d7f3,child living at home,0,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,fd744db8,single person household,3f4b9328,single person,0,1,1999-01-01,2000-01-01,1,0,,--,,--
0,90052fae,couple with children,e11d0757,partner in couple with children,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
1,90052fae,couple with children,99cb489e,partner in couple with children,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
2,90052fae,couple with children,73f902fd,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
3,90052fae,couple with children,ff6b9882,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
4,90052fae,couple with children,a065a60e,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
5,90052fae,couple with children,d1e4b544,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
6,90052fae,couple with children,219f0ee6,child living at home,1,7,1999-01-01,2000-01-01,2,5,2015.0,01,2010.0,05
0,fc4fdd10,couple with children,140ccda3,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
1,fc4fdd10,couple with children,710c492f,partner in couple with children,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
2,fc4fdd10,couple with children,7419b1d5,child living at home,1,3,1999-01-01,2000-01-01,2,1,2015.0,01,2010.0,05
0,d70d768a,couple with children,91a48532,partner in couple with children,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
1,d70d768a,couple with children,e9e764db,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
2,d70d768a,couple with children,8e4c24e7,partner in couple with children,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
3,d70d768a,couple with children,d7aa5f87,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
4,d70d768a,couple with children,0cb80b58,child living at home,1,5,1999-01-01,2000-01-01,2,3,2015.0,01,2010.0,05
